Year,Site,Tree,Ruler_Length_mm,Ruler_Width_mm,Ruler_Height_mm,Vol,Lat
2010,70,38,18,15,15,2119.5,23.73647
2010,70,38,18,16,14,2110.08,23.73647
2010,70,38,19,17,15,2535.55,23.73647
2010,70,38,18,17,15,2402.1,23.73647
2010,70,38,17,16,15,2135.2,23.73647
2010,70,38,19,18,16,2863.68,23.73647
2010,70,38,16,16,15,2009.6,23.73647
2010,70,38,13,11,12,898.04,23.73647
2010,70,38,17,14,14,1743.7466666667,23.73647
2010,70,38,16,14,14,1641.1733333333,23.73647
2010,70,38,19,17,14,2366.5133333333,23.73647
2010,70,38,17,14,16,1992.8533333333,23.73647
2013,158,29,15,14,12,1318.8,29.26468
2013,158,41,14,14,9,923.16,29.26395723
2013,158,29,18,17,16,2562.24,29.26468
2013,158,29,14,16,16,1875.63,29.26468
2013,158,29,8,19,19,1511.39,29.26468
2013,158,29,7,14,13,666.73,29.26468
2013,158,29,15,15,11,1295.25,29.26468
2013,158,29,9,14,14,923.16,29.26468
2013,158,29,9,15,15,1059.75,29.26468
2013,158,29,14,17,17,2117.41,29.26468
2013,158,29,16,16,11,1473.71,29.26468
2013,158,29,9,14,14,923.16,29.26468
2013,158,29,14,9,12,791.28,29.26468
2013,158,29,15,15,10,1177.5,29.26468
2013,158,29,10,10,15,785,29.26468
2013,158,29,15,15,16,1884,29.26468
2013,158,29,15,16,12,1507.2,29.26468
2013,158,29,18,18,8,1356.48,29.26468
2013,158,29,18,18,15,2543.4,29.26468
2013,158,29,14,16,16,1875.63,29.26468
2013,158,29,14,16,1,117.23,29.26468
2013,158,29,17,16,16,2277.55,29.26468
2013,158,29,17,19,15,2535.55,29.26468
2013,158,29,16,16,14,1875.63,29.26468
2013,158,29,17,16,12,1708.16,29.26468
2013,158,29,17,15,12,1601.4,29.26468
2013,158,29,16,15,12,1507.2,29.26468
2013,158,41,17,17,18,2722.38,29.26395723
2013,158,41,19,16,16,2545.49,29.26395723
2013,158,41,18,17,17,2722.38,29.26395723
2013,158,41,17,16,16,2277.55,29.26395723
2013,158,41,17,16,16,2277.55,29.26395723
2013,158,41,13,10,14,952.47,29.26395723
2013,158,41,15,15,15,1766.25,29.26395723
2013,158,41,15,15,18,2119.5,29.26395723
2013,158,41,17,17,16,2419.89,29.26395723
2013,158,41,15,15,15,1766.25,29.26395723
2013,158,41,16,16,17,2277.55,29.26395723
2013,158,41,15,12,20,1884,29.26395723
2013,158,29,15,15,10,1177.5,29.26468
2013,158,29,15,15,10,1177.5,29.26468
2013,158,29,15,16,10,1256,29.26468
2013,158,29,16,14,18,2110.08,29.26468
2013,158,29,17,15,14,1868.3,29.26468
2013,158,29,18,16,15,2260.8,29.26468
2013,158,29,15,14,12,1318.8,29.26468
2013,158,29,16,14,11,1289.49,29.26468
2013,158,29,12,13,13,1061.32,29.26468
2013,158,29,16,15,9,1130.4,29.26468
2013,158,29,16,14,11,1289.49,29.26468
2013,158,29,16,14,11,1289.49,29.26468
2013,158,29,17,17,14,2117.41,29.26468
2013,158,29,15,14,14,1538.6,29.26468
2013,158,29,16,14,12,1406.72,29.26468
2013,158,29,15,15,14,1648.5,29.26468
2013,158,29,16,17,11,1565.81,29.26468
2013,158,29,16,15,12,1507.2,29.26468
2013,158,29,16,16,12,1607.68,29.26468
2013,158,29,17,18,14,2241.96,29.26468
2013,158,29,16,14,13,1523.95,29.26468
2013,158,29,16,15,12,1507.2,29.26468
2013,158,29,15,14,12,1318.8,29.26468
2013,158,29,18,15,14,1978.2,29.26468
2013,158,41,14,14,9,923.16,29.26395723
2013,158,41,17,16,15,2135.2,29.26395723
2013,158,41,16,16,14,1875.63,29.26395723
2013,158,41,16,16,15,2009.6,29.26395723
2013,158,41,17,17,16,2419.89,29.26395723
2013,158,41,16,15,16,2009.6,29.26395723
2013,158,41,17,16,18,2562.24,29.26395723
2013,158,41,14,15,14,1538.6,29.26395723
2013,158,41,16,18,14,2110.08,29.26395723
2013,158,25,11,13,13,972.88,29.26363
2013,158,25,10,12,9,575.67,29.26363
2013,172,12,13,12,13,1061.32,28.29040001
2013,172,12,14,14,13,1333.45,28.29040001
2013,172,12,15,12,12,1130.4,28.29040001
2013,172,12,18,17,16,2562.24,28.29040001
2013,172,12,15,14,14,1538.6,28.29040001
2013,172,7,14,10,15,1099,28.29089999
2013,172,7,17,16,15,2135.2,28.29089999
2013,172,31,9,9,9,381.51,28.29089899
2013,172,31,10,10,9,471,28.29089899
2013,172,31,10,10,10,523.33,28.29089899
2013,172,31,9,9,11,466.29,28.29089899
2013,172,31,9,10,11,518.1,28.29089899
2013,172,50,19,18,17,3042.66,28.28972996
2013,172,50,12,13,11,898.04,28.28972996
2013,172,50,14,15,12,1318.8,28.28972996
2013,172,50,12,12,15,1130.4,28.28972996
2013,172,83,9,9,10,423.9,28.28954003
2013,172,83,7,7,9,230.79,28.28954003
2013,172,83,7,6,8,175.84,28.28954003
2013,172,83,8,8,11,368.43,28.28954003
2013,172,83,11,9,9,466.29,28.28954003
2013,172,82,8,8,10,334.93,28.28932101
2013,172,82,8,8,11,368.43,28.28932101
2013,172,82,12,9,9,508.68,28.28932101
2013,172,82,9,9,10,423.9,28.28932101
2013,172,82,8,8,12,401.92,28.28932101
2013,172,31,11,10,12,690.8,28.29089899
2013,172,31,9,9,10,423.9,28.29089899
2013,172,31,10,10,10,523.33,28.29089899
2013,172,31,10,8,11,460.53,28.29089899
2013,172,50,12,13,11,898.04,28.28972996
2013,172,57,11,15,14,1208.9,28.29045097
2013,172,57,11,12,14,967.12,28.29045097
2013,172,12,15,16,17,2135.2,28.29040001
2013,172,12,8,8,9,301.44,28.29040001
2013,112,25,10,10,10,523.33,27.53989102
2013,112,25,12,13,15,1224.6,27.53989102
2013,112,25,14,15,12,1318.8,27.53989102
2013,112,25,12,15,14,1318.8,27.53989102
2013,112,25,10,12,12,753.6,27.53989102
2013,112,25,9,11,13,673.53,27.53989102
2013,112,25,16,14,15,1758.4,27.53989102
2013,112,25,12,11,14,967.12,27.53989102
2013,112,25,15,14,17,1868.3,27.53989102
2013,112,25,12,12,12,904.32,27.53989102
2013,112,25,12,14,14,1230.88,27.53989102
2013,112,25,11,13,12,898.04,27.53989102
2013,112,25,17,17,17,2571.14,27.53989102
2013,112,25,14,12,11,967.12,27.53989102
2013,112,25,11,16,16,1473.71,27.53989102
2013,112,25,10,11,9,518.1,27.53989102
2013,112,19NW,12,12,10,753.6,27.57374
2013,112,19NW,12,13,11,898.04,27.57374
2013,112,19NW,14,13,12,1142.96,27.57374
2013,112,25,16,17,17,2419.89,27.53989102
2013,112,25,18,16,18,2712.96,27.53989102
2013,112,25,20,19,20,3977.33,27.53989102
2013,112,02SW,18,16,16,2411.52,27.58006004
2013,112,40,16,22,17,3131.63,27.58025902
2013,112,40,17,18,19,3042.66,27.58025902
2013,112,40,16,18,16,2411.52,27.58025902
2013,112,40,18,12,18,2034.72,27.58025902
2013,112,40,17,18,18,2882.52,27.58025902
2013,112,40,17,19,20,3380.73,27.58025902
2013,112,40,16,21,18,3165.12,27.58025902
2013,112,40,14,17,16,1992.85,27.58025902
2013,112,40,17,22,20,3914.53,27.58025902
2013,112,02W,19,16,19,3022.77,27.58006004
2013,112,02W,19,18,17,3042.66,27.58006004
2013,112,02W,20,17,20,3558.67,27.58006004
2013,112,02W,18,16,19,2863.68,27.58006004
2013,112,02W,19,16,20,3181.87,27.58006004
2013,112,02W,14,16,15,1758.4,27.58006004
2013,112,02W,17,15,16,2135.2,27.58006004
2013,112,02W,16,14,16,1875.63,27.58006004
2013,112,02W,15,13,17,1734.85,27.58006004
2013,112,25,16,17,18,2562.24,27.53989102
2013,112,25,19,20,18,3579.6,27.53989102
2013,112,25,16,15,17,2135.2,27.53989102
2013,112,02W,12,13,14,1142.96,27.58006004
2013,112,02W,17,17,17,2571.14,27.58006004
2013,112,25,16,16,16,2143.57,27.53989102
2013,112,02W,12,13,14,1142.96,27.58006004
2013,112,19E,20,20,17,3558.67,27.57376003
2013,112,19E,18,17,16,2562.24,27.57376003
2013,112,19E,17,19,17,2873.62,27.57376003
2013,112,40,18,18,17,2882.52,27.58025902
2013,112,40,19,19,18,3400.62,27.58025902
2013,112,40,14,18,19,2505.72,27.58025902
2013,112,40,17,15,17,2268.65,27.58025902
2013,112,40,15,17,17,2268.65,27.58025902
2013,112,40,14,15,15,1648.5,27.58025902
2013,112,25,16,16,16,2143.57,27.53989102
2013,112,25,19,16,16,2545.49,27.53989102
2013,112,19E,15,15,15,1766.25,27.57376003
2013,112,02SW,15,14,12,1318.8,27.58006004
2013,112,40,17,17,17,2571.14,27.58025902
2013,112,40,15,15,15,1766.25,27.58025902
2013,112,40,16,16,15,2009.6,27.58025902
2013,112,40,17,16,17,2419.89,27.58025902
2013,112,40,17,17,20,3024.87,27.58025902
2013,112,40,15,15,16,1884,27.58025902
2013,112,40,18,18,19,3221.64,27.58025902
2013,112,40,18,15,16,2260.8,27.58025902
2013,112,40,19,18,15,2684.7,27.58025902
2013,112,02W,20,18,16,3014.4,27.58006004
2013,112,25,21,21,10,2307.9,27.53989102
2013,112,25,14,14,14,1436.03,27.53989102
2013,112,02W,16,16,13,1741.65,27.58006004
2013,112,02W,13,13,15,1326.65,27.58006004
2013,112,19E,16,16,16,2143.57,27.57376003
2013,112,40,18,18,19,3221.64,27.58025902
2013,112,40,17,17,17,2571.14,27.58025902
2013,70,70,21,17,17,3176.11,23.73629
2013,70,70,20,19,24,4772.8,23.73629
2013,70,70,20,21,22,4835.6,23.73629
2013,70,7,15,15,16,1884,23.73532003
2013,70,59,18,18,21,3560.76,23.73881998
2013,70,77,16,17,17,2419.89,23.74169
2013,70,77,16,15,15,1884,23.74169
2013,70,77,14,14,14,1436.03,23.74169
2013,70,77,16,14,14,1641.17,23.74169
2013,70,77,15,15,16,1884,23.74169
2013,70,77,16,15,15,1884,23.74169
2013,70,58,20,16,16,2679.47,23.73897001
2013,70,58,17,17,25,3781.08,23.73897001
2013,70,58,20,16,17,2846.93,23.73897001
2013,70,58,18,18,18,3052.08,23.73897001
2013,70,58,13,15,16,1632.8,23.73897001
2013,70,58,15,15,18,2119.5,23.73897001
2013,70,58,18,16,16,2411.52,23.73897001
2013,70,24,22,22,24,6079.04,23.74086583
2013,70,8,14,16,17,1992.85,23.73801003
2013,70,8,14,14,15,1538.6,23.73801003
2013,70,8,15,15,18,2119.5,23.73801003
2013,70,8,17,17,19,2873.62,23.73801003
2013,70,8,15,15,16,1884,23.73801003
2013,70,8,17,17,18,2722.38,23.73801003
2013,70,8,15,15,17,2001.75,23.73801003
2013,70,8,15,16,18,2260.8,23.73801003
2013,70,8,16,16,16,2143.57,23.73801003
2013,70,8,19,19,20,3778.47,23.73801003
2013,70,8,13,13,13,1149.76,23.73801003
2013,70,26,14,17,16,1992.85,23.74251002
2013,70,26,16,16,17,2277.55,23.74251002
2013,70,26,15,14,13,1428.7,23.74251002
2013,70,11,14,14,13,1333.45,23.73205
2013,70,11,15,17,15,2001.75,23.73205
2013,70,8,17,17,18,2722.38,23.73801003
2013,70,8,17,20,17,3024.87,23.73801003
2013,70,8,16,17,17,2419.89,23.73801003
2013,70,8,17,17,17,2571.14,23.73801003
2013,70,8,15,17,17,2268.65,23.73801003
2013,70,8,18,18,17,2882.52,23.73801003
2013,70,2,16,17,15,2135.2,23.13286998
2013,70,2,14,15,14,1538.6,23.13286998
2013,70,2,17,19,17,2873.62,23.13286998
2013,70,2,14,17,14,1743.75,23.13286998
2013,70,2,15,19,14,2088.1,23.13286998
2013,70,2,14,16,13,1523.95,23.13286998
2013,70,2,16,18,16,2411.52,23.13286998
2013,96,58,18,18,17,2882.52,24.01673002
2013,96,58,15,18,20,2826,24.01673002
2013,96,58,20,18,15,2826,24.01673002
2013,96,58,15,19,19,2833.85,24.01673002
2013,96,208,18,18,20,3391.2,24.01758833
2013,96,208,15,15,15,1766.25,24.01758833
2013,96,279,20,20,24,5024,24.03131696
2013,96,62A,21,21,23,5308.17,24.01641998
2013,96,62A,21,23,22,5560.94,24.01641998
2013,96,62A,22,22,24,6079.04,24.01641998
2013,96,32,14,14,15,1538.6,24.03101002
2013,96,71,14,14,15,1538.6,24.02074001
2013,96,71,15,15,19,2237.25,24.02074001
2013,96,71,17,17,17,2571.14,24.02074001
2013,96,71,17,17,17,2571.14,24.02074001
2013,96,30,15,15,17,2001.75,24.03150002
2013,96,30,13,14,15,1428.7,24.03150002
2013,96,30,14,15,14,1538.6,24.03150002
2013,96,30,13,13,14,1238.21,24.03150002
2013,96,30,14,14,14,1436.03,24.03150002
2013,96,30,14,15,16,1758.4,24.03150002
2013,96,30,12,15,16,1507.2,24.03150002
2013,96,30,12,12,14,1055.04,24.03150002
2013,96,270,15,15,14,1648.5,24.02303598
2013,96,42,19,22,22,4812.57,24.01984599
2013,96,42,21,21,20,4615.8,24.01984599
2013,96,42,20,22,21,4835.6,24.01984599
2013,96,50,16,17,17,2419.89,24.02071
2013,96,50,16,13,17,1850.51,24.02071
2013,96,50,19,17,19,3211.7,24.02071
2013,96,50,17,14,16,1992.85,24.02071
2013,96,50,15,13,15,1530.75,24.02071
2013,96,50,16,12,16,1607.68,24.02071
2013,96,218,17,17,17,2571.14,24.01762303
2013,96,218,14,16,15,1758.4,24.01762303
2013,96,218,16,19,17,2704.59,24.01762303
2013,96,218,16,18,18,2712.96,24.01762303
2013,96,218,15,16,14,1758.4,24.01762303
2013,96,60,15,17,15,2001.75,24.01566996
2013,96,60,13,15,14,1428.7,24.01566996
2013,96,60,17,20,15,2669,24.01566996
2013,96,60,13,15,13,1326.65,24.01566996
2013,96,60,14,16,14,1641.17,24.01566996
2013,96,60,12,16,13,1306.24,24.01566996
2013,96,60,14,17,15,1868.3,24.01566996
2013,96,60,13,15,14,1428.7,24.01566996
2013,96,60,14,16,15,1758.4,24.01566996
2013,96,60,13,19,19,2456,24.01566996
2013,96,60,15,19,14,2088.1,24.01566996
2013,96,53,17,14,17,2117.41,24.01753997
2013,96,53,17,15,17,2268.65,24.01753997
2013,96,53,16,15,17,2135.2,24.01753997
2013,96,53,19,16,16,2545.49,24.01753997
2013,96,53,18,15,16,2260.8,24.01753997
2013,96,53,20,16,16,2679.47,24.01753997
2013,96,53,18,15,16,2260.8,24.01753997
2013,96,53,19,16,21,3340.96,24.01753997
2013,96,53,18,16,17,2562.24,24.01753997
2013,96,53,17,16,20,2846.93,24.01753997
2013,96,59,22,21,21,5077.38,24.01656004
2013,96,59,23,17,21,4297.09,24.01656004
2013,96,59,21,18,20,3956.4,24.01656004
2013,96,59,25,21,25,6868.75,24.01656004
2013,96,59,21,18,22,4352.04,24.01656004
2013,96,59,23,18,21,4549.86,24.01656004
2013,96,59,20,24,19,4772.8,24.01656004
2013,96,59,23,21,24,6066.48,24.01656004
2013,96,59,21,18,18,3560.76,24.01656004
2013,96,59,23,20,24,5777.6,24.01656004
2013,96,59,23,19,20,4573.93,24.01656004
2013,96,71,12,14,12,1055.04,24.02074001
2013,96,71,18,16,15,2260.8,24.02074001
2013,96,71,19,20,16,3181.87,24.02074001
2013,96,71,14,14,14,1436.03,24.02074001
2013,96,71,13,14,12,1142.96,24.02074001
2013,96,71,13,14,16,1523.95,24.02074001
2013,96,29,16,14,16,1875.63,24.03156004
2013,96,29,17,14,14,1743.75,24.03156004
2013,96,29,18,16,16,2411.52,24.03156004
2013,96,29,18,16,16,2411.52,24.03156004
2013,96,29,19,15,17,2535.55,24.03156004
2013,70,5,19,19,16,3022.77,23.73368002
2013,70,5,17,14,13,1619.19,23.73368002
2013,70,5,16,18,19,2863.68,23.73368002
2013,70,5,16,18,16,2411.52,23.73368002
2013,70,5,16,17,16,2277.55,23.73368002
2013,70,24NW,17,19,17,2873.62,23.74086583
2013,70,24NW,14,18,16,2110.08,23.74086583
2013,70,24NW,16,16,16,2143.57,23.74086583
2013,70,24NW,16,18,16,2411.52,23.74086583
2007,70,2,15.5,15.5,14.1,1772.80475,23.13286998
2007,70,2,17.7,17.5,20.7,3355.52175,23.13286998
2007,70,2,17.6,17.5,19,3062.5466666667,23.13286998
2007,70,2,16.2,16.1,19,2593.4202,23.13286998
2007,70,2,16.7,17,19.5,2897.1995,23.13286998
2007,70,2,18.2,17.3,21.4,3526.2220933333,23.13286998
2007,70,2,18.4,18.7,21,3781.4392,23.13286998
2007,70,2,17,17.3,21.3,3278.3327,23.13286998
2007,70,2,17.3,16.1,20.7,3017.31549,23.13286998
2007,70,2,14.8,15.3,20,2370.072,23.13286998
2007,70,2,15.5,14.9,20,2417.2766666667,23.13286998
2007,70,2,18,17,22,3523.08,23.13286998
2007,70,2,17.5,16.9,20.2,3126.4718333333,23.13286998
2007,70,2,19.7,19,22.9,4485.7359666667,23.13286998
2007,70,3,19.4,20.5,17.9,3725.5210333333,23.73408001
2007,70,6,15.4,15.8,14.5,1846.3932666667,23.73536998
2007,70,10,17.8,18.3,16.1,2744.57666,23.73198001
2007,70,10,20,20.8,18.9,4114.656,23.73198001
2007,70,10,19.5,20.2,17.9,3689.9239,23.73198001
2007,70,10,18.9,18.5,17.5,3202.21125,23.73198001
2007,70,10,19,18.7,17.3,3216.7677666667,23.73198001
2007,70,12,21,22.2,21.1,5147.9358,23.73217002
2007,70,12,17.8,18,19.1,3202.6116,23.73217002
2007,70,12,19.7,19.5,18.6,3739.3161,23.73217002
2007,70,12,22.2,21.9,22,5597.5524,23.73217002
2007,70,64A,18.8,19.1,21.5,4040.2484666667,23.74051002
2007,70,67A,17.2,20.3,16.9,3088.0874266667,23.73896004
2007,70,67A,18.3,19.5,17.6,3286.8264,23.73896004
2007,70,67A,17.5,17.1,17.7,2771.95275,23.73896004
2007,70,67A,17.2,16.7,15,2254.834,23.73896004
2007,70,67A,20.2,18.3,18.4,3559.57936,23.73896004
2007,96,44,23.6,22.1,20.3,5540.8795866667,24.01920998
2007,96,44,20.5,20,18,3862.2,24.01920998
2007,96,44,22.3,20.4,18.7,4451.99876,24.01920998
2007,96,44,21,20.3,18.8,4194.2236,24.01920998
2007,96,44,21,19.5,17.4,3728.907,24.01920998
2007,96,46,20,19.5,17,3469.7,24.01907
2007,96,46,18.7,17.6,15.9,2738.60752,24.01907
2007,96,46,18.6,18.4,16,2865.6896,24.01907
2007,96,46,18.6,19.1,16.4,3049.07816,24.01907
2007,96,46,21.3,20.1,17.6,3943.36272,24.01907
2007,96,51,20.3,19.5,17.2,3563.1778,24.02054002
2007,96,51,18.3,18.1,17.8,3085.51786,24.02054002
2007,96,51,15.5,15.4,15.3,1911.2709,24.02054002
2007,96,51,17,16.8,16,2391.424,24.02054002
2007,96,51,20.1,18.9,17.4,3459.27834,24.02054002
2007,96,63,17.9,18.9,17.6,3116.06064,24.01761004
2007,96,63,18.1,20.5,18.7,3631.2189833333,24.01761004
2007,96,98,18.5,17.3,15.8,2646.3867666667,24.06437997
2007,96,98,22,20,21.2,4881.6533333333,24.06437997
2007,96,98,19.9,19.8,17.8,3670.42764,24.06437997
2007,96,98,21.5,20.5,21.5,4959.1720833333,24.06437997
2007,96,98,20.5,18.9,20.5,4156.69275,24.06437997
2007,96,99,12,14,16.1,1415.512,24.06511003
2007,96,99,22,20.5,21.6,5098.104,24.06511003
2007,96,99,17.2,16.5,17.5,2599.135,24.06511003
2007,96,99,18.1,18.9,19,3401.5149,24.06511003
2007,96,99,18.5,18.7,18.6,3367.4773,24.06511003
2007,96,99,20.8,21.3,19.5,4521.2232,24.06511003
2007,96,99,17.8,18.2,18.6,3153.42664,24.06511003
2007,96,100,16.2,16.7,15.1,2137.89726,24.06515001
2007,96,100,18.3,18,16.2,2792.6532,24.06515001
2007,96,100,17.3,16.4,16.1,2390.5301466667,24.06515001
2007,96,100,17.5,17.3,16.7,2645.9340833333,24.06515001
2007,96,100,17.3,17,16.1,2477.9885666667,24.06515001
2007,96,100,16,15.3,14.5,1857.624,24.06515001
2007,96,100,17,16.4,18.9,2757.6108,24.06515001
2007,96,113,18.1,18.4,17.4,3032.66224,24.06758001
2007,96,115,16.5,15.8,16.1,2196.5713,24.03620998
2007,96,115,16.6,16.7,15.5,2248.7162333333,24.03620998
2007,96,115,15,14.2,14.6,1627.462,24.03620998
2007,96,116,15.8,15.3,13.8,1745.84628,24.06528999
2007,96,116,14,14.4,12.5,1318.8,24.06528999
2007,96,45B,18.7,18.1,20.2,3578.0791933333,24.01916999
2007,96,45B,19.6,18.6,20,3815.728,24.01916999
2007,96,45B,19.2,20.5,21.6,4449.2544,24.01916999
2007,96,45B,19.2,18.8,20.2,3815.82848,24.01916999
2007,96,45B,19.2,18.3,20.6,3787.89504,24.01916999
2007,96,49B,22,21,20,4835.6,24.02083003
2007,96,49B,21,19.6,19.7,4243.4588,24.02083003
2007,96,62B,15.8,16.3,15,2021.689,24.01637002
2007,96,62B,15.9,16.5,14.3,1963.33995,24.01637002
2007,96,62B,17.9,16,16.5,2473.064,24.01637002
2007,96,62B,19.5,18.1,17.5,3232.43375,24.01637002
